,country,disease,year,week_of_the_year,commodity,metric_tons
5,Kenya,Rift Valley fever,2018,27,Instant Coffee,80
6,Kenya,Rift Valley fever,2018,27,Octopus,17
7,Kenya,Rift Valley fever,2018,27,"Paprika, Pimenton",9
8,Kenya,Rift Valley fever,2018,27,Tea,320
9,Kenya,Rift Valley fever,2018,27,Vegetable Oils & Shortenings,6
0,Hungary,African swine fever,2020,27,"Animal Feed, Hay",18
1,Hungary,African swine fever,2020,27,"Bitters, Liquor",7
2,Hungary,African swine fever,2020,27,Candy And Confections,15
3,Hungary,African swine fever,2020,27,Canned Meat,24
4,Hungary,African swine fever,2020,27,Cherries,22
5,Hungary,African swine fever,2020,27,Grocery Items,0
6,Hungary,African swine fever,2020,27,Herbs & Spices,6
7,Hungary,African swine fever,2020,27,Meat,100
8,Hungary,African swine fever,2020,27,Tobacco Products,20
9,Hungary,African swine fever,2020,27,Wine,14
0,Romania,African swine fever,2018,40,Beverages,288
1,Romania,African swine fever,2018,40,"Bitters, Liquor",19
2,Romania,African swine fever,2018,40,Cherries,18
3,Romania,African swine fever,2018,40,"Dextrose, Glucose (When Sugar)",7909
4,Romania,African swine fever,2018,40,Grocery Items,799
5,Romania,African swine fever,2018,40,Honey,4
6,Romania,African swine fever,2018,40,Rice,79
7,Romania,African swine fever,2018,40,Sunflower Oil,14
8,Romania,African swine fever,2018,40,Vegetables,1551
9,Romania,African swine fever,2018,40,Wine,111
0,Romania,African swine fever,2018,48,Beverages,151
1,Romania,African swine fever,2018,48,"Bitters, Liquor",139
2,Romania,African swine fever,2018,48,"Dextrose, Glucose (When Sugar)",23015
3,Romania,African swine fever,2018,48,Grocery Items,814
4,Romania,African swine fever,2018,48,Herbs & Spices,0
